run,mean_fitness,std_fitness,mean_jaccard_distance,n_evaluations,n_generations,experiment_id,tiempo
0,43942.49006171528,779.929107580953,0.17789332585462356,50400,2478,X-n280-k17,61.42802286148071
1,44510.38116458353,944.2126843809273,0.12108984819265194,51280,2522,X-n280-k17,71.4826865196228
2,44707.35704593534,609.0335281435302,0.06463482753805334,38540,1885,X-n280-k17,57.137585163116455
3,44121.870324835276,431.7068305542372,0.10925903598317392,46460,2281,X-n280-k17,60.28729724884033
4,43814.23406894407,660.3435051495745,0.14082076001619837,49400,2428,X-n280-k17,60.6474084854126
5,43771.954101000796,194.7584009087352,0.1963971543453565,47420,2329,X-n280-k17,67.08288884162903
6,43862.08158295974,813.5664598178766,0.09928544257558092,40560,1986,X-n280-k17,46.23765182495117
7,43734.2178628765,779.1936661736529,0.11156224292121115,35400,1728,X-n280-k17,42.60863280296326
8,43757.71389107017,212.76442437415864,0.08304626489339866,38620,1889,X-n280-k17,41.07347655296326
9,44372.81856386069,538.5780890836539,0.10742995054427666,49920,2454,X-n280-k17,46.31859731674194
10,43627.8073874416,129.16107075566754,0.11536623951312175,45720,2244,X-n280-k17,49.21124863624573
11,44730.036742995384,619.6033677548357,0.060347060567260837,40480,1982,X-n280-k17,53.55167293548584
12,44227.470586469746,768.8784953744735,0.09715565491783351,41720,2044,X-n280-k17,48.39625859260559
13,43970.581004875276,424.96291813885114,0.15407998110874502,43860,2151,X-n280-k17,58.42690992355347
14,44126.34513099645,709.4683510526207,0.10135347846536409,43840,2150,X-n280-k17,60.51637554168701
15,44335.59235241925,917.7309538132315,0.19046082133955147,48000,2358,X-n280-k17,60.83051323890686
16,44146.69079946968,499.79186482396165,0.051942733825927366,42360,2076,X-n280-k17,49.02879357337952
17,44353.49424655342,690.1387955377953,0.11333519690646858,47380,2327,X-n280-k17,55.880446910858154
18,44334.97212897849,319.36648862840514,0.16389780679721574,51620,2539,X-n280-k17,51.83019661903381
19,44202.54285996981,806.5381621020321,0.14053166363190916,51620,2539,X-n280-k17,61.30630445480347
20,43711.53575674166,278.36321343771135,0.13077720160583753,37940,1855,X-n280-k17,43.420604944229126
21,43904.05295855876,241.93730002039993,0.09501559839840068,42020,2059,X-n280-k17,49.358484983444214
22,43552.62583072991,486.3603051346759,0.1408018758196006,52120,2564,X-n280-k17,61.211751222610474
23,44053.738402751675,1137.901278356137,0.12120310538698635,49500,2433,X-n280-k17,54.17906951904297
24,44247.42682440277,622.3177040729844,0.10336840844198629,43560,2136,X-n280-k17,45.93120312690735
25,43842.45774870432,116.32097173743831,0.11915975412306035,42740,2095,X-n280-k17,48.333200216293335
26,43826.78619173554,126.32569810841059,0.09122109738389206,43100,2113,X-n280-k17,51.6522912979126
27,43797.751832759335,142.48084374017924,0.12286524068055904,47120,2314,X-n280-k17,55.53661060333252
28,43678.634952069864,546.6852782545056,0.1054854350436591,48760,2396,X-n280-k17,51.75204300880432
29,43969.28822349949,22.808470752862636,0.051896774038035165,50420,2479,X-n280-k17,53.17306613922119
30,43561.93279887067,349.5772995633896,0.10946978440132304,42220,2069,X-n280-k17,41.259485960006714
31,43759.718831374754,414.7512520736477,0.16977049874358133,44300,2173,X-n280-k17,49.01995038986206
32,43708.141706823975,270.62251388279867,0.07037200535340156,44440,2180,X-n280-k17,48.73807644844055
33,44560.201677544916,629.0589782058987,0.10513229895828664,45900,2253,X-n280-k17,47.09414839744568
34,43909.564144555996,208.80744162212488,0.08702358076622518,40660,1991,X-n280-k17,30.40429997444153
