run,mean_fitness,std_fitness,mean_jaccard_distance,n_evaluations,n_generations,experiment_id,tiempo
0,31389.51286104829,129.3508658105381,0.37077071677374596,23280,1128,X-n237-k14,11.055540084838867
1,31080.04797618151,293.5399785550701,0.3085191507218798,26300,1279,X-n237-k14,13.006434679031372
2,31124.22993652501,256.40403607447894,0.31447406889763363,28820,1405,X-n237-k14,17.482009887695312
3,31164.281585175762,153.9885419098014,0.3200629684388751,25180,1223,X-n237-k14,16.0451762676239
4,31269.79453267464,200.0889296379214,0.33488634646681764,23140,1121,X-n237-k14,11.586290121078491
5,31021.778433150957,112.2584586578054,0.3325908597424148,26880,1308,X-n237-k14,10.32513976097107
6,31066.146528815287,208.36031217957006,0.35666238415328083,24440,1186,X-n237-k14,11.93947958946228
7,31204.254116056356,79.7969642854291,0.34728416274993207,23820,1155,X-n237-k14,8.965199708938599
8,30925.905753420888,47.98938520486833,0.2891887653792416,25200,1224,X-n237-k14,12.412263631820679
9,31000.911728252686,230.8129149330359,0.31732443701426,25680,1248,X-n237-k14,12.896821975708008
10,30969.21224459445,58.990186674371586,0.3367276290519328,25040,1216,X-n237-k14,12.479925155639648
11,31199.62408773367,151.24220839491238,0.3140333196662158,22960,1112,X-n237-k14,13.849839925765991
12,31095.43741554485,100.48825557164413,0.3277216610549944,25900,1259,X-n237-k14,9.627204179763794
13,31007.439007535068,225.48710706566567,0.31482107278346005,23340,1131,X-n237-k14,11.322910070419312
14,31241.368986718804,270.6241940427612,0.36572215399615643,22640,1096,X-n237-k14,14.886785507202148
15,31116.517085198317,131.21579806756802,0.3191219636176537,22060,1067,X-n237-k14,12.502485752105713
16,31150.96977740865,67.95697952521347,0.32190637452959864,26100,1269,X-n237-k14,15.327117681503296
17,31117.438214992293,247.47861393262744,0.34975145490542164,22520,1090,X-n237-k14,10.568729162216187
18,31123.857226210206,151.4516260780896,0.32213505494314754,25380,1233,X-n237-k14,13.817562580108643
19,31103.99761604384,310.2144202616955,0.31703155232567,25700,1249,X-n237-k14,12.590405941009521
20,31192.850823141605,188.55295523700357,0.3617947252964287,27300,1329,X-n237-k14,12.280643463134766
21,30951.485367282996,124.4200814186037,0.32487769886520174,24060,1167,X-n237-k14,10.270430326461792
22,31208.679568593758,377.1733291813341,0.31388588938822654,26240,1276,X-n237-k14,13.250211477279663
23,31037.65433313344,174.2210627601169,0.23308317124571543,27780,1353,X-n237-k14,13.78508186340332
24,31081.42471415129,73.90553212265364,0.33505666874195433,24340,1181,X-n237-k14,13.16531229019165
25,31118.040619321564,256.8538379830621,0.358694289026408,23400,1134,X-n237-k14,11.388477563858032
26,31124.699440296932,138.1481101906682,0.33480595642808103,31340,1531,X-n237-k14,14.42772650718689
27,31045.566949257915,157.67815656441084,0.2949149615816283,27620,1345,X-n237-k14,11.175435781478882
28,31028.97173738951,148.22979189019475,0.33135070121055027,30280,1478,X-n237-k14,13.212602376937866
29,31228.011047386535,234.45982669678463,0.33284731899794834,26720,1300,X-n237-k14,12.12336015701294
30,31124.4422336735,244.22972542315003,0.3291017505662005,25180,1223,X-n237-k14,11.55596375465393
31,31146.966722211317,193.89281720289776,0.3496090472834659,26840,1306,X-n237-k14,11.951500415802002
32,31160.893717077255,182.87045435332757,0.324005570382382,26280,1278,X-n237-k14,11.614142179489136
33,31306.600599785335,78.9304395165562,0.3562099597495596,21840,1056,X-n237-k14,9.827353715896606
34,31134.580688659127,159.94377487647878,0.32764695635412594,26500,1289,X-n237-k14,8.517353773117065
