run,mean_fitness,std_fitness,mean_jaccard_distance,n_evaluations,n_generations,experiment_id,tiempo
0,21307.38310004215,800.9727579687667,0.9268081977759396,5700,113,X-n134-k13,12.052660703659058
1,21437.78838953742,733.8675043868016,0.5752153933381705,6800,135,X-n134-k13,9.939366340637207
2,20165.058605415503,45.767190156877376,0.9295990690785993,6000,119,X-n134-k13,13.019416093826294
3,20013.402907851287,525.9977184486588,0.8065138992697741,10000,199,X-n134-k13,19.63882040977478
4,22529.969504255274,530.6818675276969,0.9229523056715666,1050,20,X-n134-k13,2.0321011543273926
5,20778.683876712294,739.2363581780106,0.9023297491039427,5700,113,X-n134-k13,12.08186650276184
6,18813.46552991792,179.25617787947726,0.7383879363655516,10000,199,X-n134-k13,20.903202772140503
7,21808.628496933088,685.2651084990531,0.9256876456876458,4500,89,X-n134-k13,9.022926807403564
8,20044.249450650674,1066.3622579856587,0.8775634790564638,6450,128,X-n134-k13,13.048117876052856
9,20564.76422032605,263.79223002962806,0.9332760245310912,6000,119,X-n134-k13,9.688020944595337
10,22465.791958345017,452.0965143045341,0.9308809191283037,600,11,X-n134-k13,1.2059144973754883
11,19728.38123273294,360.37929164977993,0.8535368460454901,8550,170,X-n134-k13,15.093947410583496
12,20994.05308933971,368.3524795207608,0.9333972830230187,6100,121,X-n134-k13,12.31572675704956
13,20625.819883136795,950.1035806907723,0.9108295275641777,10000,199,X-n134-k13,19.880515336990356
14,20077.521801175313,650.4921812496827,0.9269786096256684,5000,99,X-n134-k13,10.02066421508789
15,20838.879305537208,1130.4492986882776,0.9295990690785993,5950,118,X-n134-k13,8.062560558319092
16,20614.46757328642,819.0650594126047,0.9148602120919983,7500,149,X-n134-k13,16.04299020767212
17,22428.007265831333,632.8522223538404,0.9150997150997151,600,11,X-n134-k13,1.2091801166534424
18,19838.782615104166,608.4073601096314,0.9137898045647123,9150,182,X-n134-k13,18.043381690979004
19,21097.245663116268,565.9151179250342,0.9217377912128364,10000,199,X-n134-k13,19.618663787841797
20,20706.574052424356,542.4743207616615,0.9282889436808827,6850,136,X-n134-k13,10.837319612503052
21,20745.411322106815,236.0757322830755,0.9133296031130383,5850,116,X-n134-k13,11.927589893341064
22,17668.801385498056,155.78875395973554,0.8283420591784699,10000,199,X-n134-k13,14.519037008285522
23,20966.44758012852,347.7996137208768,0.9191079071424199,4650,92,X-n134-k13,8.198379039764404
24,21697.0087550083,325.7158344515953,0.9307582671134629,4100,81,X-n134-k13,8.126912117004395
25,20441.653384642545,1051.2478073979203,0.9308996662916055,10000,199,X-n134-k13,14.562634468078613
26,20669.394673928455,791.4213854719335,0.9255428048057756,5800,115,X-n134-k13,10.155133724212646
27,20447.218570678713,403.93643264178087,0.8176929352888648,10000,199,X-n134-k13,13.96352744102478
28,22277.196432314406,725.4492380483758,0.9372727272727271,600,11,X-n134-k13,1.4381840229034424
29,18961.167408026453,460.77727194784967,0.6747039217076803,10000,199,X-n134-k13,14.694517135620117
30,20354.61114355578,556.4948905031333,0.8125421783689001,5200,103,X-n134-k13,7.557076454162598
31,22739.322175047404,254.0667160449362,0.9322002635046113,1200,23,X-n134-k13,1.387181282043457
32,20619.368194468592,793.6455001797709,0.8595704793796121,7450,148,X-n134-k13,10.271847486495972
33,20628.694715717273,550.0466463529725,0.9123705662040096,7000,139,X-n134-k13,10.337636470794678
34,21049.595088075122,1004.5445942329402,0.9295133062773102,9600,191,X-n134-k13,9.970996379852295
