run,mean_fitness,std_fitness,mean_jaccard_distance,n_evaluations,n_generations,experiment_id,tiempo
2,18309.42944752878,1095.8465199924383,0.912331604958522,7200,120,X-n134-k13,27.343853351998405
4,18760.09570671263,2567.510789578675,0.9120947363388527,7200,120,X-n134-k13,47.471367130001454
3,17211.0022436553,563.4322541309864,0.8856549496782664,7200,120,X-n134-k13,44.27303003899942
1,19217.95980230311,1137.3590449597818,0.9109823002634925,7200,120,X-n134-k13,58.21820619400023
5,17087.90855851428,1619.7078879546616,0.9090357308404,7200,120,X-n134-k13,76.73352704900026
0,19774.366915333376,1758.3768310535368,0.9213754646840148,7200,120,X-n134-k13,81.89294427799905
6,21971.30528384846,1602.2528779010395,0.9322002635046113,7200,120,X-n134-k13,56.12860280099994
9,18701.363391760522,1672.0537529282847,0.9164390618265156,7200,120,X-n134-k13,34.614907176001
8,18498.087002567238,1788.0003010171117,0.9121597716894488,7200,120,X-n134-k13,56.93482746600057
10,17865.55493016264,2242.5394549328744,0.9148392780384157,7200,120,X-n134-k13,44.54027164500076
11,18689.83013975208,601.8715368640115,0.8870443409917094,7200,120,X-n134-k13,46.006125062001956
7,18146.143052567422,1253.254782368119,0.9146939214002422,7200,120,X-n134-k13,97.2323858139971
12,18730.525164533803,1640.9369203539784,0.9150897571314861,7200,120,X-n134-k13,60.86873898199701
14,20219.148023319012,881.2076301824648,0.9229902142945621,7200,120,X-n134-k13,42.51048151299983
13,20147.24113204,1362.0608875284759,0.9190497844372384,7200,120,X-n134-k13,57.26830061999863
15,19610.839760143008,1346.3480781850276,0.9268548178488839,7200,120,X-n134-k13,38.06220316100007
16,17738.766374771443,730.5611179224759,0.8944520391888813,7200,120,X-n134-k13,55.20921405100307
18,19831.8227218066,2752.407207899869,0.9122201280055919,7200,120,X-n134-k13,24.773463328998332
17,20422.25329158438,1454.6836410990954,0.9124306517319857,7200,120,X-n134-k13,42.63005487900227
19,20537.08371370315,1468.1715304517847,0.9308428048664137,7200,120,X-n134-k13,34.6721616399991
21,19492.075154265356,770.5179908209806,0.9149233747670484,7200,120,X-n134-k13,24.298845688001165
20,19075.051619409624,1468.0214816882906,0.9083924743148003,7200,120,X-n134-k13,39.911917797999195
23,19935.786690740504,1882.740973784838,0.9081534010906019,7200,120,X-n134-k13,34.364168221
22,18943.255522174248,179.84913296665863,0.9097219729039039,7200,120,X-n134-k13,26.483765534998383
26,20030.70776262998,1279.6032462514825,0.9097417790098299,7200,120,X-n134-k13,36.80720315600047
25,19698.23739859941,1749.2683885562901,0.9094511850915282,7200,120,X-n134-k13,53.952143512000475
24,19430.6578689054,1808.2851073831177,0.9036712527758762,7200,120,X-n134-k13,60.36821138400046
28,21772.58464921334,1464.875107983038,0.916370006985254,7200,120,X-n134-k13,37.7514745619992
27,17556.789882046694,784.8057515730908,0.8770181267121292,7200,120,X-n134-k13,67.0970141689977
30,17820.237190040763,1303.2597722776723,0.8977279232861027,7200,120,X-n134-k13,52.30074709100154
29,18571.942926632666,647.5929774682868,0.927888946234445,7200,120,X-n134-k13,51.96659244600232
33,20190.688128178936,2434.0732275093274,0.9254652807224278,7200,120,X-n134-k13,39.762588888999744
31,18999.286599574,1538.4280313591464,0.9083218667583992,7200,120,X-n134-k13,46.43360921100248
34,20381.646241058344,1500.240466618894,0.9269977710853623,7200,120,X-n134-k13,38.829312820998894
32,17605.447304498786,2657.8796476944985,0.8940562047642922,7200,120,X-n134-k13,88.29515924099906
