run,mean_fitness,std_fitness,mean_jaccard_distance,n_evaluations,n_generations,experiment_id,tiempo
0,83074.65578113358,212.38286878733905,0.6485671118358051,1000,50,X-n266-k58,31.76111602783203
1,82534.10144629002,107.79432303240132,0.6655231639302112,1000,50,X-n266-k58,30.863450288772583
2,83189.86914938696,318.5200698109001,0.7077398588777344,1000,50,X-n266-k58,28.872722864151
3,83176.2112946418,199.5806385117434,0.6928291115655072,1000,50,X-n266-k58,28.971422910690308
4,83263.87444120525,238.00697833506655,0.6716387253692518,1000,50,X-n266-k58,22.093469858169556
5,82827.76172825039,529.7752769025482,0.6306065280970762,1000,50,X-n266-k58,30.757846117019653
6,83017.356161481,671.7933939697207,0.7191546912069148,1000,50,X-n266-k58,26.22538447380066
7,82988.7057869259,214.98478726132942,0.6684138492221368,1000,50,X-n266-k58,24.01898765563965
8,83376.31673588876,294.15365805554285,0.6859042205266123,1000,50,X-n266-k58,29.235634088516235
9,83863.30797669146,99.81677776498381,0.6447258618339583,1000,50,X-n266-k58,29.122772216796875
10,83237.31540496793,358.90131849411057,0.6752337040136961,1000,50,X-n266-k58,30.679570198059082
11,83796.16225112426,120.68166884035575,0.7032759630138866,1000,50,X-n266-k58,28.930973529815674
12,82854.24628350117,117.47388949572068,0.616983711134316,1000,50,X-n266-k58,23.738681316375732
13,82631.33102895263,577.6807122166077,0.6294247794142395,1000,50,X-n266-k58,29.08952307701111
14,83661.92161661561,46.97594836326042,0.684901452611416,1000,50,X-n266-k58,25.098853826522827
15,82792.26408379409,240.0381905950024,0.6464926442407762,1000,50,X-n266-k58,28.91337513923645
16,82763.390579352,118.59881443718095,0.7068647675437906,1000,50,X-n266-k58,29.036550045013428
17,82877.1371137653,153.4725913403042,0.637806545813686,1000,50,X-n266-k58,27.993123531341553
18,83103.6250642109,70.61830434152098,0.6623116655598396,1000,50,X-n266-k58,27.642030715942383
19,83233.32897033925,54.65686372414051,0.6344847431201165,1000,50,X-n266-k58,29.663818836212158
20,83122.48903379486,194.82609828480676,0.6681009790604469,1000,50,X-n266-k58,28.953718185424805
21,82724.74272502014,415.35544891494345,0.6459636130712556,1000,50,X-n266-k58,27.987592697143555
22,83039.12325126496,11.83854372275625,0.6707418223065349,1000,50,X-n266-k58,28.51450514793396
23,83051.29562101864,364.18794892713237,0.6887962046237087,1000,50,X-n266-k58,28.511199712753296
24,82684.927602258,218.82355920668905,0.6779358207929637,1000,50,X-n266-k58,28.37932062149048
25,83548.15876049805,84.36752199538451,0.6244905230414542,1000,50,X-n266-k58,27.793978929519653
26,82885.54245535872,328.6398643698782,0.6494518705927087,1000,50,X-n266-k58,27.635254859924316
27,83332.4223514991,257.20675954058873,0.6406652213124056,1000,50,X-n266-k58,21.736093282699585
28,83070.5881620215,136.86961879222463,0.6829554908040517,1000,50,X-n266-k58,25.659722089767456
29,83061.13071370726,117.07493826403577,0.675138706564374,1000,50,X-n266-k58,28.293771982192993
30,83239.32139809775,172.592234846535,0.6786307032509233,1000,50,X-n266-k58,26.431910276412964
31,82760.97299685357,462.65974728355076,0.6175716025883565,1000,50,X-n266-k58,21.839378833770752
32,83208.23924931121,270.25788489907745,0.680527899464578,1000,50,X-n266-k58,26.559746742248535
33,82155.4105394783,441.2573405477204,0.5979988173016219,1000,50,X-n266-k58,25.433558225631714
34,83023.67277951412,132.3650095023153,0.7145603993430081,1000,50,X-n266-k58,13.944947242736816
