run,mean_fitness,std_fitness,mean_jaccard_distance,n_evaluations,n_generations,experiment_id,tiempo
0,53271.90303637093,675.7751633430411,0.9526742705563777,12100,120,X-n261-k13,73.67328763008118
1,53210.03014168717,1146.7422256754576,0.950656296832205,10600,105,X-n261-k13,84.89519739151001
2,50449.853451593255,1160.9686431599132,0.6472463768115942,23400,233,X-n261-k13,185.9496648311615
3,52966.53261757809,445.04867480925463,0.9559822307445316,9000,89,X-n261-k13,85.10013365745544
4,50916.82454020181,527.8095981154403,0.6319845857418112,22500,224,X-n261-k13,129.68795609474182
5,52528.57802706663,641.8596659797491,0.6373486297004461,18400,183,X-n261-k13,128.6508867740631
6,52488.48864144095,852.4083657987447,0.9559922928709055,18800,187,X-n261-k13,163.4485466480255
7,52542.71593029229,1700.14269702548,0.9513204043738396,11800,117,X-n261-k13,90.64221239089966
8,53041.982940823276,542.214479482938,0.9538366527257431,7900,78,X-n261-k13,74.64397668838501
9,51984.02244248433,979.7862535505897,0.9492630412392984,11000,109,X-n261-k13,88.50231885910034
10,53227.57266717012,657.4954769186378,0.9586717993460095,8700,86,X-n261-k13,42.212931871414185
11,52678.633515354966,360.5957451821482,0.9513332743877952,16700,166,X-n261-k13,118.21603918075562
12,51858.104736707544,818.4735386285029,0.9540127518937732,19900,198,X-n261-k13,160.18844175338745
13,54317.69927786303,483.4292931430194,0.961303073923849,1200,11,X-n261-k13,9.564546346664429
14,51340.65234281795,222.92883816383994,0.9435043657609143,24400,243,X-n261-k13,216.2598762512207
15,52883.40306618473,230.18297634288058,0.9566641511624532,30000,299,X-n261-k13,228.474942445755
16,53358.95689763961,58.12387602990921,0.9506589005920342,13300,132,X-n261-k13,105.63975310325623
17,53024.165158678225,1376.0625935725257,0.953312563674753,8000,79,X-n261-k13,75.38529777526855
18,51925.15676052227,683.1108079411422,0.9632853199930999,25700,256,X-n261-k13,177.51894617080688
19,52789.36775755794,769.8084844434014,0.9443742853777799,16700,166,X-n261-k13,136.83746528625488
20,52462.329332838,121.25108414589192,0.9506460305780785,24000,239,X-n261-k13,170.33757901191711
21,52482.68089035909,744.443830811496,0.952620213311271,14400,143,X-n261-k13,115.7563726902008
22,53502.60839733415,618.4802631929288,0.9505844267108112,8300,82,X-n261-k13,79.44379305839539
23,52591.681287557476,1299.0287945378482,0.9580127372420805,10800,107,X-n261-k13,51.08536076545715
24,52232.968278966226,578.0860736646862,0.9579619898406025,15000,149,X-n261-k13,116.66944026947021
25,52490.454325268256,631.0037251653946,0.9484997969044094,15400,153,X-n261-k13,125.4990303516388
26,52954.608626299654,466.32547480037044,0.9471525512690736,17900,178,X-n261-k13,127.5220034122467
27,52513.745898679634,367.7281982051737,0.9619671814654835,28400,283,X-n261-k13,127.09675145149231
28,52262.547763546725,596.9168989796406,0.9580051473310355,13300,132,X-n261-k13,66.76055550575256
29,51787.25585443992,464.30063385894545,0.9519154782126956,15700,156,X-n261-k13,111.02621269226074
30,52273.429064815515,291.0868001453096,0.9579622795635186,13200,131,X-n261-k13,62.82745909690857
31,52494.37116078086,380.78904226308225,0.9540051183621241,22600,225,X-n261-k13,115.93436694145203
32,52455.84264722871,823.0558643799263,0.9506408079495623,14100,140,X-n261-k13,77.47532105445862
33,52911.58346432835,565.6119285761206,0.7847922874798661,18600,185,X-n261-k13,94.39034652709961
34,53070.07169343741,414.3864763826866,0.9553307152627631,14000,139,X-n261-k13,77.479896068573
