run,mean_fitness,std_fitness,mean_jaccard_distance,n_evaluations,n_generations,experiment_id,tiempo
0,61978.851347112875,1431.8226557273836,0.792505832037325,2625,75,X-n359-k29,172.78669667243958
1,62087.7931661283,1490.3720784636216,0.7582238212505737,2625,75,X-n359-k29,190.2202558517456
2,61884.71203739101,2104.689718506894,0.7863267728064361,2625,75,X-n359-k29,161.37947821617126
3,61437.1495406233,1733.671014741486,0.7851952659291822,2625,75,X-n359-k29,201.8291311264038
4,62061.51162473761,1425.3498919117028,0.8163787735522705,2625,75,X-n359-k29,169.7495722770691
5,61826.52240439426,1368.7292789070125,0.7548349630961747,2625,75,X-n359-k29,181.7625298500061
6,62229.47469956131,1896.199659253027,0.7707754365720246,2625,75,X-n359-k29,184.93053770065308
7,62025.40503100451,1718.9490181468211,0.7999483181876911,2625,75,X-n359-k29,177.60923981666565
8,61899.0493928617,2010.4097610847894,0.7698719039234277,2625,75,X-n359-k29,166.95918607711792
9,61261.699627961825,1947.8268060821038,0.7861970356940177,2625,75,X-n359-k29,184.20776057243347
10,61654.14772312661,1950.6213314717209,0.784128031677941,2625,75,X-n359-k29,162.51262545585632
11,62315.956383959005,1695.9905449096495,0.7804397279549719,2625,75,X-n359-k29,181.4917984008789
12,62282.51211968437,1793.051171395545,0.7867560301355819,2625,75,X-n359-k29,174.02626657485962
13,61588.088251361194,1080.1826276452011,0.7782263018488224,2625,75,X-n359-k29,193.21038579940796
14,61915.63762752583,1701.3872845463952,0.7691395288021131,2625,75,X-n359-k29,187.64810395240784
15,61634.928910419636,1856.9601270465225,0.7549332750600942,2625,75,X-n359-k29,180.26744079589844
16,62341.101792116475,1859.5975897343658,0.7666428390482909,2625,75,X-n359-k29,198.96390914916992
17,61723.53876169325,1921.6039553615194,0.7804292664621731,2625,75,X-n359-k29,186.75634670257568
18,62019.91127407173,1760.1055443830346,0.7540976334492088,2625,75,X-n359-k29,186.91309642791748
19,61840.40292657633,1594.1358305083868,0.7745974912294851,2625,75,X-n359-k29,189.77046084403992
20,61995.52493494715,1797.507329991984,0.7836037804218043,2625,75,X-n359-k29,187.39155626296997
21,61862.69003885655,2060.230906577243,0.7728644971691038,2625,75,X-n359-k29,180.16408109664917
22,62052.07584769998,2177.3248184502404,0.7647726142195849,2625,75,X-n359-k29,147.6900954246521
23,62000.88717404623,1537.3688470266397,0.7816686420343997,2625,75,X-n359-k29,176.9835648536682
24,62240.36541054543,1244.361829125645,0.7974962082366078,2625,75,X-n359-k29,177.0166985988617
25,61276.3750739829,1412.315847567637,0.7487679406993627,2625,75,X-n359-k29,163.3815140724182
26,61692.85875067295,1248.286386231168,0.7688097422552685,2625,75,X-n359-k29,156.90685200691223
27,62092.110604333226,1883.380071724296,0.7732259898341359,2625,75,X-n359-k29,185.10343432426453
28,61584.93297054211,1672.946887915377,0.7618649934455689,2625,75,X-n359-k29,179.52217745780945
29,62133.15285056297,1751.3730491126764,0.7829466542391952,2625,75,X-n359-k29,180.03178763389587
30,61785.67053271711,1665.5452482288426,0.7619810123798957,2625,75,X-n359-k29,177.72744822502136
31,62135.275996341436,1266.6781864145682,0.7810782546781478,2625,75,X-n359-k29,175.9356017112732
32,61832.875650348135,1494.004115961129,0.7700058835416984,2625,75,X-n359-k29,174.4063081741333
33,61823.105756077704,1302.7143324301398,0.7712559777377269,2625,75,X-n359-k29,177.46722269058228
34,61686.10944095476,1085.0423407414128,0.7728063451259141,2625,75,X-n359-k29,89.38743233680725
