run,mean_fitness,std_fitness,mean_jaccard_distance,n_evaluations,n_generations,experiment_id,tiempo
0,214597.41423262013,3077.674402740436,0.7748817347594606,5000,100,X-n837-k142,1547.974345445633
1,214179.78372266234,3168.4022047726944,0.7839366993771698,5000,100,X-n837-k142,1488.298679113388
2,214988.2104835812,3741.196119103981,0.775220167631146,5000,100,X-n837-k142,1587.6670887470245
3,214664.90393541518,3085.1811093278566,0.7737027323628695,5000,100,X-n837-k142,1524.96839261055
4,214001.49399058465,3985.2309885541617,0.7847569518251714,5000,100,X-n837-k142,1575.2526123523712
5,214148.06921792377,3275.538392710915,0.763703404600792,5000,100,X-n837-k142,1521.064313173294
6,215126.58109106487,3142.7589859655573,0.7877273465873218,5000,100,X-n837-k142,1575.6194760799408
7,214509.15065064118,2890.4487466633036,0.7752127615718285,5000,100,X-n837-k142,1458.353854894638
8,214607.70484286718,3403.8894558429606,0.7769540809982435,5000,100,X-n837-k142,1531.110153913498
9,214546.2282751045,2478.9788229572805,0.7886435558314825,5000,100,X-n837-k142,1483.9087698459625
10,214160.2396025457,3218.6341674400423,0.7652205462604642,5000,100,X-n837-k142,1534.0283625125885
11,214070.2947899394,2519.4582246705313,0.7701899385035663,5000,100,X-n837-k142,1501.9304053783417
12,214336.05366901445,2914.8729171108876,0.7951160193176366,5000,100,X-n837-k142,1394.102102279663
13,214461.0155771023,3174.8602875705183,0.788020451679257,5000,100,X-n837-k142,1529.0783677101135
14,214808.05551828133,3645.510095130777,0.7876183844221751,5000,100,X-n837-k142,1561.6912758350372
15,215288.93848997293,3411.2745917490074,0.7780933218014877,5000,100,X-n837-k142,1438.2388031482697
16,214428.8149254639,3340.135966429055,0.7805159688112729,5000,100,X-n837-k142,1530.3673858642578
17,214081.00030794134,2191.241341891411,0.7963223766308744,5000,100,X-n837-k142,1487.6208446025848
18,214850.39664486205,3616.0020298026434,0.7888922141083565,5000,100,X-n837-k142,1454.918086528778
19,214833.04411549147,3889.5273096814785,0.7705013829549244,5000,100,X-n837-k142,1574.8330945968628
20,214232.0021648732,2661.9030121221767,0.7748200044643839,5000,100,X-n837-k142,1535.054319858551
21,214043.88516415967,3505.349698534312,0.7855459834940276,5000,100,X-n837-k142,1572.1587491035461
22,214826.2807775078,2579.045152108412,0.7655189817614975,5000,100,X-n837-k142,1512.7148790359497
23,213997.2376777743,2167.784816686193,0.7681938097774307,5000,100,X-n837-k142,1514.7864019870758
24,214165.42009086462,3309.520456772537,0.7676032882533578,5000,100,X-n837-k142,1463.9616315364838
25,214475.65424666787,3209.2993101780266,0.7711611959565229,5000,100,X-n837-k142,1477.04727602005
26,214666.76061444517,2932.422083231228,0.7799548371733116,5000,100,X-n837-k142,1502.0535893440247
27,214612.58042286473,2668.8939471053454,0.7729191940441651,5000,100,X-n837-k142,1474.4384005069733
28,214638.30909543775,3115.5138875993707,0.7768279163328989,5000,100,X-n837-k142,1502.1389322280884
29,214940.74427614606,3240.198599982664,0.7943942544920345,5000,100,X-n837-k142,1461.9222176074982
30,214232.93730460512,2743.6773185143143,0.8087152186409875,5000,100,X-n837-k142,1471.5464191436768
31,214762.4100570618,3166.2117174903274,0.7762702159173465,5000,100,X-n837-k142,1433.6040539741516
32,213942.3871112649,3711.904244899715,0.7765458012757666,5000,100,X-n837-k142,1489.2706718444824
33,214222.14074757704,3424.5000722879895,0.7690757581812456,5000,100,X-n837-k142,1419.2574107646942
34,214018.5778526344,2571.712174331407,0.7600385715632756,5000,100,X-n837-k142,694.5333352088928
